cryptocurrency,username,user_id,followers_count,tweet_text,created_date,retweet_count,reply_count,like_count,sentiment
#bitcoin,rogerkver,176758255,650488,message bitcoin maximalists michaelsaylor cpay taxesd cobey mastersd,2021-03-09T14:58:39.000Z,139,257,652,neu
#bitcoin,aantonop,1469101279,570361,month qampa livestream questions patreon community builders curious check februarys chatted paper wallets criminals bitcoin,2021-03-15T08:00:15.000Z,6,4,40,neu
#bitcoin,aantonop,1469101279,570361,ignore noise learn bitcoin crypto lifeboat learn latest talk,2021-03-13T09:01:35.000Z,124,31,552,neu
#bitcoin,aantonop,1469101279,570361,cstuckd bitcoin transaction,2021-03-12T21:00:07.000Z,10,6,59,neu
#bitcoin,aantonop,1469101279,570361,bitcoin language aantonop channel features dozens subtitled videos languages share,2021-03-12T09:00:10.000Z,34,12,131,neu
#bitcoin,aantonop,1469101279,570361,paper wallets inflation criminals bitcoin februarys livestream topics asked answered watch,2021-03-12T03:00:06.000Z,25,5,135,neu
#bitcoin,aantonop,1469101279,570361,video hit 100k views glad find bitcoin basics workshop helpful remember offer free website earn certificate completion,2021-03-11T21:00:04.000Z,35,10,181,neu
#bitcoin,aantonop,1469101279,570361,rich people bitcoin isnt endorsement bitcoin recognize fiat ships sinking learn learn explain,2021-03-11T03:00:47.000Z,151,26,665,neu
#bitcoin,aantonop,1469101279,570361,month host qampa livestream session answer bitcoin open blockchains februarys havent,2021-03-08T21:00:17.000Z,5,5,48,neu
#bitcoin,ErikVoorhees,61417559,429474,bitcoin wear mask access,2021-03-13T17:51:31.000Z,36,61,278,neu
#bitcoin,ErikVoorhees,61417559,429474,bitcoin character money left undiscussed,2021-03-13T04:36:17.000Z,27,20,321,neu
#bitcoin,ErikVoorhees,61417559,429474,pro swap tokens metamasks fees shapeshiftio appand metamask support bitcoin nonethereum chains,2021-03-12T19:27:12.000Z,10,13,59,neu
#bitcoin,tyler,24222556,571182,3 billion video game players worldwidedo prefer gold bitcoin prefer cash cryptodo prefer physical art nftsdo prefer wall street defi,2021-03-15T13:03:47.000Z,380,212,2024,neu
#bitcoin,tyler,24222556,571182,bitcoin defense fed,2021-03-14T18:29:09.000Z,311,149,3289,neu
#bitcoin,tyler,24222556,571182,bitcoin ripping filecoin fil tear 30,2021-03-14T12:21:58.000Z,81,123,925,neu
#bitcoin,tyler,24222556,571182,60k foundation bitcoin,2021-03-14T12:19:26.000Z,215,134,2964,neu
#bitcoin,tyler,24222556,571182,bitcoin 60k trendingyeehaw,2021-03-13T14:55:51.000Z,272,112,3089,neu
#bitcoin,tyler,24222556,571182,4wordsbetterthansex bitcoin alltimehigh,2021-03-13T13:44:02.000Z,362,277,4073,neu
#bitcoin,tyler,24222556,571182,good morning 60k bitcoin,2021-03-13T13:29:56.000Z,356,132,3696,neu
#bitcoin,tyler,24222556,571182,androids dream electric sheep bitcoin,2021-03-12T14:41:49.000Z,61,101,848,neu
#bitcoin,tyler,24222556,571182,biden signs 19 trillion dollar advertisement bitcoin,2021-03-11T23:52:09.000Z,1202,290,9170,neu
#bitcoin,tyler,24222556,571182,bitcoin journey truth nature money rabbit hole glass wardrobe upsidedown red pill,2021-03-11T14:56:27.000Z,251,147,1754,neu
#bitcoin,tyler,24222556,571182,stimmy trending bitcoin trending,2021-03-11T00:23:08.000Z,302,155,3667,neu
#bitcoin,tyler,24222556,571182,house vote 19 trillion dollar advertisement bitcoin senate approval,2021-03-10T18:14:29.000Z,426,164,4084,neu
#bitcoin,tyler,24222556,571182,lot institutional money coming bitcoin sitting sidelines pitch inning,2021-03-10T14:41:25.000Z,328,134,3109,neu
#bitcoin,tyler,24222556,571182,bitcoin roared 55k 60k,2021-03-10T13:21:23.000Z,720,315,7398,neu
#bitcoin,tyler,24222556,571182,company decided bitcoin balance sheetamerican residential warranty teamed gemini invest directly bitcoin onward u0001f680,2021-03-09T20:56:10.000Z,262,67,1478,neu
#bitcoin,tyler,24222556,571182,company putting bitcoin balance sheet,2021-03-09T20:27:12.000Z,235,81,1714,neu
#bitcoin,tyler,24222556,571182,week day bitcoin chilling 50k 19 trillion dollars system,2021-03-08T17:06:05.000Z,367,194,3276,neu
#bitcoin,cameron,250980843,412432,fiat money decades scale reached billion unbanked bitcoin internet goeswhich profoundly socially scalable,2021-03-14T19:11:46.000Z,215,104,1489,neu
#bitcoin,cameron,250980843,412432,stimmy checks flooding bitcoin,2021-03-14T13:48:23.000Z,217,176,2697,neu
#bitcoin,cameron,250980843,412432,good morning bitcoin 60k,2021-03-13T14:10:17.000Z,298,139,3836,pos
#bitcoin,cameron,250980843,412432,bitcoin breaks frame fiat narrative,2021-03-12T20:24:05.000Z,145,89,1536,neu
#bitcoin,cameron,250980843,412432,bitcoin brings scarcity digital money nfts bring scarcity digital art,2021-03-10T17:59:20.000Z,263,221,2302,neu
#bitcoin,cameron,250980843,412432,tomorrow house set 19 trillion reasons bitcoin,2021-03-10T03:11:18.000Z,629,222,5709,neu
#bitcoin,cameron,250980843,412432,bitcoin strength decentralized money,2021-03-09T14:18:02.000Z,313,176,2913,neu
#bitcoin,Cointelegraph,2207129125,700174,athletics offering fans full season sixperson suite season price 1bitcoin,2021-03-15T09:52:32.000Z,10,7,51,neu
#bitcoin,Cointelegraph,2207129125,700174,bitcoin price prediction team michaelsaylor 100trillionusd apompliano begun telling,2021-03-14T12:00:29.000Z,38,17,141,neu
#bitcoin,Cointelegraph,2207129125,700174,goldman sachs braces wave crypto customers coo consumers financial services digital assets bitcoin etf,2021-03-14T07:15:00.000Z,74,19,359,neu
#bitcoin,Cointelegraph,2207129125,700174,analysts expect bitcoin altcoins soar uncharted territory btc hit high 61800,2021-03-14T00:20:32.000Z,45,11,261,neu
#bitcoin,Cointelegraph,2207129125,700174,march 12 2020 remember day black thursday btc crashed 3600 things time,2021-03-13T20:00:01.000Z,11,8,74,neu
#bitcoin,Cointelegraph,2207129125,700174,week bitcoin returned 257an evenlyweighted basket altcoins returned 282buying vortecsu2122 score crosses 80 selling 24 hours returned 66get data live,2021-03-13T15:57:34.000Z,8,4,42,neu
#bitcoin,Cointelegraph,2207129125,700174,weekend alltime high bitcoin,2021-03-13T14:02:04.000Z,90,24,421,neu
#bitcoin,Cointelegraph,2207129125,700174,guessing price bitcoin crystal ball favorite btc price prediction 100trillionusd apompliano,2021-03-13T03:15:04.000Z,19,6,99,neu
#litecoin,Cointelegraph,2207129125,700174,wow website canadian social media platform pal crashed minutes announced acquisition 15 stake doge ltc mining facility hype osatonomayo,2021-03-13T01:20:00.000Z,18,3,75,neu
#dogecoin,Cointelegraph,2207129125,700174,wow website canadian social media platform pal crashed minutes announced acquisition 15 stake doge ltc mining facility hype osatonomayo,2021-03-13T01:20:00.000Z,18,3,75,neu
#bitcoin,Cointelegraph,2207129125,700174,march 12 2020 remember day black thursday bitcoin crashed 3600 things time,2021-03-12T22:20:02.000Z,12,4,42,neu
#bitcoin,Cointelegraph,2207129125,700174,guessing price bitcoin crystal ball favorite btc price prediction 100trillionusd apompliano,2021-03-12T21:30:20.000Z,5,6,49,neu
#bitcoin,Cointelegraph,2207129125,700174,bitcoin face fresh miner selloff metric repeats historical performance,2021-03-12T08:56:33.000Z,7,7,36,neu
#bitcoin,Cointelegraph,2207129125,700174,scenes bitcoin market arbitrage aspect pull curtain find btcs price exchanges,2021-03-12T05:00:32.000Z,7,2,21,neu
#bitcoin,Cointelegraph,2207129125,700174,cryptohungry goldmansachs rise bitcoin demand clients extent explore crypto,2021-03-12T01:40:00.000Z,17,1,52,neu
#ethereum,Cointelegraph,2207129125,700174,ethereum worried latest tether integration solana ethereum competitor blockchain promises support defi web3 activities higher transaction speeds lower costs,2021-03-12T00:20:01.000Z,12,7,89,neu
#bitcoin,Cointelegraph,2207129125,700174,scenes bitcoin market arbitrage aspect pull curtain find btcs price exchanges,2021-03-11T23:20:00.000Z,3,4,23,neu
#ethereum,Cointelegraph,2207129125,700174,defi projects integrating additional blockchain projects binancesmartchain ethereum dominance defi,2021-03-11T18:50:03.000Z,18,14,72,neu
#bitcoin,Cointelegraph,2207129125,700174,bitcoin trades close price crypto exchanges benjaminpirus reports rationale btc price action,2021-03-11T15:04:04.000Z,9,2,31,neu
#bitcoin,Cointelegraph,2207129125,700175,guests kessler collections hotels pay bitcoin cryptocurrencies partnership bitpay,2021-03-11T12:36:02.000Z,20,6,78,neu
#bitcoin,Cointelegraph,2207129125,700175,blackrocks russ koesterich golds status hedge inflation exaggerated bitcoin asset,2021-03-11T11:05:05.000Z,26,2,95,neu
#bitcoin,Cointelegraph,2207129125,700175,son famous bitcoin naysayer peter schiff supposedly sold silver stocks 100 bet bitcoin,2021-03-11T09:04:03.000Z,69,31,370,neu
#bitcoin,Cointelegraph,2207129125,700175,bitcoin wobbles 57000 mikemcglone11 predicts challenge amazons market cap,2021-03-11T08:32:03.000Z,24,10,104,neu
#ethereum,Cointelegraph,2207129125,700175,staking yield farming dashpay latest project offer functionality officially launching ethereum defi bridge osatonomayo,2021-03-11T08:20:01.000Z,7,3,40,neu
#bitcoin,Cointelegraph,2207129125,700175,10000 btc atms installed march 1st 2020 canada europe account atms worldwide,2021-03-11T00:40:00.000Z,29,6,99,neu
#dogecoin,Cointelegraph,2207129125,700175,dogecoin overstayed stay celebrities endorsing meme coin doge adoption future,2021-03-10T23:20:01.000Z,17,18,79,neu
#bitcoin,Cointelegraph,2207129125,700175,key bitcoin derivatives indicators signal rally 57000 driven overleveraged retail traders noshitcoins explains btc price move higher,2021-03-10T20:36:02.000Z,12,8,47,neu
#xrp,Cointelegraph,2207129125,700175,ripple drops lawsuit youtube outofcourt settlementthe suit alleged youtube benefiting xrp scam giveaways flooded video streaming platform gregthomson88,2021-03-10T20:15:08.000Z,7,4,30,neu
#ethereum,Cointelegraph,2207129125,700175,discover graphics card hack custom modification allegedly bypass rtx 3060s mining limitations great news eth miners,2021-03-10T18:30:05.000Z,9,7,48,neu
#xrp,Cointelegraph,2207129125,700175,ripple drops lawsuit youtube outofcourt settlementthe suit alleged youtube benefiting xrp scam giveaways flooded video streaming platform gregthomson88,2021-03-10T14:00:00.000Z,6,1,17,neu
#bitcoin,Cointelegraph,2207129125,700175,canada continue account vast majority bitcoin atms internationally,2021-03-10T10:53:02.000Z,24,10,88,neu
#bitcoin,Cointelegraph,2207129125,700175,aker solutions big bet bitcoin spinning crypto investment company tap btc ecosystem 59 investment aker solutions pay,2021-03-10T09:40:00.000Z,33,7,132,neu
#bitcoin,Cointelegraph,2207129125,700175,institutions jumping aboard crypto train aker asa latest firm hold bitcoin balance sheet invest companies crypto space osatonomayo,2021-03-09T07:20:00.000Z,30,5,118,neu
#ethereum,Cointelegraph,2207129125,700175,blockchain central banks decide host cbdcs report cpa australia big running bitcoin ethereum xrp,2021-03-09T04:45:01.000Z,28,25,93,neu
#bitcoin,Cointelegraph,2207129125,700175,toddler hodler blockchain rockstar lily knight appeared women future conference monday shared btc enthusiasm crypto community,2021-03-09T04:30:02.000Z,21,1,74,neu
#bitcoin,Cointelegraph,2207129125,700175,wow nydig announced 200m funding round business initiatives relating bitcoin strategic partners morganstanley massmutual led funding,2021-03-09T03:45:01.000Z,16,1,64,neu
#bitcoin,Cointelegraph,2207129125,700175,onchain data 12 bitcoin 65 circulating supply moved create cone largest onchain btc accumulation levels historyd,2021-03-09T03:13:03.000Z,28,4,101,neu
#bitcoin,Cointelegraph,2207129125,700175,toddler hodler blockchain rockstar lily knight appeared women future conference monday shared bitcoin enthusiasm crypto community,2021-03-08T23:40:01.000Z,13,3,40,neu
#bitcoin,Cointelegraph,2207129125,700175,blockchain central banks decide host cbdcs report cpa australia big running bitcoin ethereum xrp,2021-03-08T23:20:00.000Z,19,16,67,neu
#chiliz,Cointelegraph,2207129125,700175,chilizs market cap soared 1 billion chz token hit alltime high plans expand united states boost sentiment sports fans investors,2021-03-08T23:18:32.000Z,239,73,995,neu
#dogecoin,Cointelegraph,2207129125,700175,john mcafee speaks charges brought doj tweets dogecoin 2017 included pumpanddump allegations,2021-03-08T20:45:03.000Z,3,7,17,neu
#bitcoin,Cointelegraph,2207129125,700175,battle gold bitcoin favors btc bloombergs mikemcglone11,2021-03-08T16:49:32.000Z,16,4,67,neu
#bitcoin,crypto,928759224599040001,294695,bitcoin stays sight record 61000 1000 jump crypto cryptocurrency btc,2021-03-15T06:52:17.000Z,18,8,64,neu
#bitcoin,crypto,928759224599040001,294695,watch bitcoin rise 175000 year richard byworth chief executive officer diginex nasdaqlisted digital asset financial services company bloombergtv crypto cryptocurrency btc eqos,2021-03-15T04:35:17.000Z,81,22,233,neu
#bitcoin,crypto,928759224599040001,294695,bitcoin dips record scaling 61000 aided stimulus crypto cryptocurrency btc,2021-03-15T02:44:45.000Z,47,34,114,neu
#bitcoin,crypto,928759224599040001,294695,bitcoin crypto cryptocurrency btc,2021-03-13T15:12:02.000Z,41,22,89,neu
#bitcoin,crypto,928759224599040001,294695,beeple nft sold 69 making thirdmost expensive artwork sell auction crypto bitcoin cryptocurrency eth,2021-03-12T12:30:22.000Z,25,13,89,neu
#bitcoin,crypto,928759224599040001,294695,gold bitcoin scouseview ponders turn rumors death bond market rally true bopinionmore crypto,2021-03-12T08:55:03.000Z,47,9,115,neu
#bitcoin,crypto,928759224599040001,294695,binance worlds largest cryptocurrency exchange named senator max baucus policy governmentrelations adviser crypto bitcoin bnb,2021-03-12T08:03:34.000Z,59,8,187,neu
#bitcoin,crypto,928759224599040001,294695,grayscale investments firm biggest bitcoin trust posted etfrelated positions linkedin signal betting approval crypto etfs crypto cryptocurrency,2021-03-12T07:01:07.000Z,56,15,217,neu
#bitcoin,crypto,928759224599040001,294695,falconx cryptocurrency trading platform raised 50 investors including tiger global management capital group sources crypto bitcoin,2021-03-12T04:28:07.000Z,26,2,47,neu
#bitcoin,crypto,928759224599040001,294695,sound smart talking bitcoin days crypto cryptocurrency,2021-03-12T04:03:09.000Z,51,17,101,neu
#bitcoin,crypto,928759224599040001,294695,worlds largest cryptocurrency picking momentum approaching record high set month amid broader riskon rally financial markets crypto bitcoin btc,2021-03-12T03:08:59.000Z,64,7,139,neu
#bitcoin,crypto,928759224599040001,294695,tactics people money china crypto bitcoin cryptocurrency,2021-03-12T02:48:37.000Z,50,8,80,neu
#bitcoin,crypto,928759224599040001,294695,day alright broke millionaire artists cashing nft craze create stamp ownership work crypto bitcoin cryptocurrency,2021-03-10T02:38:15.000Z,22,12,74,neu
#bitcoin,crypto,928759224599040001,294695,bitcoin breaks 55000 risk appetite returns trends signal digital tokens stepping closer mainstream finance crypto,2021-03-10T02:01:10.000Z,43,11,126,neu
#bitcoin,crypto,928759224599040001,294695,bitcoin extends climb topping 55000 risk appetite revives,2021-03-10T02:00:58.000Z,19,7,60,neu
#bitcoin,crypto,928759224599040001,294695,bitcoin rose highest level feb 23 tuesday continued interest digital assets big institutions,2021-03-09T07:43:20.000Z,17,7,66,neu
#bitcoin,crypto,928759224599040001,294695,imagine future national private digital currencies easily substituted andymukherjee70 decade bopinion crypto bitcoin,2021-03-09T07:20:47.000Z,15,6,62,neu
#bitcoin,crypto,928759224599040001,294695,cbitcoin ethereum bullishness backthe largest cryptocurrency rival reached highest point weeks wake chinese beauty app meitu bought bitcoin ether btc eth,2021-03-09T04:17:53.000Z,104,18,276,neu
#ethereum,crypto,928759224599040001,294695,cbitcoin ethereum bullishness backthe largest cryptocurrency rival reached highest point weeks wake chinese beauty app meitu bought bitcoin ether btc eth,2021-03-09T04:17:53.000Z,104,18,276,neu
#bitcoin,crypto,928759224599040001,294695,government auctioning unusual item 07501 bitcoin crypto,2021-03-09T00:20:48.000Z,87,30,230,neu
#bitcoin,laurashin,26377478,140817,60k btc,2021-03-13T12:34:31.000Z,20,13,355,neu
#bitcoin,laurashin,26377478,140817,elibensasson payments starkwareltd process 18000 transactions secondethereum process 15 tps bitcoin 7 u0001f440with 80000 dydxprotocol waitlist nervous live,2021-03-10T14:33:31.000Z,14,10,65,neu
#bitcoin,Excellion,14654494,125493,bitcoin 60000,2021-03-13T21:00:11.000Z,68,10,974,neu
#bitcoin,Excellion,14654494,125493,bitcoin reached ath 60000 u0001f680,2021-03-13T11:30:16.000Z,402,5,2099,neu
#bitcoin,Excellion,14654494,125493,59k bitcoin ath,2021-03-13T10:16:12.000Z,76,3,886,neu
#bitcoin,Excellion,14654494,125493,bitcoin consumes lot energy issue havent reached advanced stage energy production storage yetearth receives 000000005 energy output sun percentage convert tiny portion consumption,2021-03-13T07:17:07.000Z,41,8,366,neu
#bitcoin,Excellion,14654494,125493,bitcoin mining target social media outrage start mining operation fiat currencies final products central banks process costs environmental impacts neatly hidden,2021-03-11T05:48:44.000Z,39,2,365,neu
#bitcoin,Excellion,14654494,125493,billionaire buys bitcoin nanother billionaire buys bitcoinna billionaire sells nft eth dumps bitcoin dumbest retail market buy ethereum cinvestmentd purposes,2021-03-10T03:47:24.000Z,68,7,568,neu
#bitcoin,Excellion,14654494,125493,seeteeio focus initially things investing owning bitcoin establishing partnerships leading bitcoin players launching bitcoin verification operations building investing innovation projects u0001f680,2021-03-09T21:21:49.000Z,9,0,53,neu
#bitcoin,Excellion,14654494,125493,bitcoin market cap 1 trillion,2021-03-09T05:01:46.000Z,37,2,442,neu
#bitcoin,CoinDeskMarkets,956155022957531137,47179,breaking bitcoin mojo soared alltime highs 60000via danzpalmer,2021-03-13T11:11:34.000Z,92,23,400,neu
#bitcoin,Timccopeland,953233327238021120,17321,gerber kawasaki ceo ross gerber offer clients essence opportunity incredibly lucrative bitcoin,2021-03-09T16:10:30.000Z,0,0,3,neu
#ethereum,cz_binance,902926941413453824,1150585,binance couple dollars grants eth buidlers collaboration gitcoin,2021-03-15T04:36:41.000Z,110,7,1140,neu
#bitcoin,cz_binance,902926941413453824,1150585,yall 60k bitcoin sideways u0001f602,2021-03-14T13:21:42.000Z,284,13,3377,neu
#bitcoin,cz_binance,902926941413453824,1150585,btc athif slight feeling regret remember dipnot financial advice,2021-03-14T02:50:49.000Z,482,15,3855,neu
#bitcoin,cz_binance,902926941413453824,1150585,lucky buy bitcoin 100000 usdstill early days financial advice,2021-03-13T16:09:25.000Z,1467,26,9214,neu
#bitcoin,cz_binance,902926941413453824,1150585,60k cheap btc check tweet years seenot financial advice,2021-03-13T10:48:09.000Z,1235,18,7672,neu
#bitcoin,cz_binance,902926941413453824,1150585,dip ath btc,2021-03-13T10:34:57.000Z,544,296,3940,neu
#binance coin,cz_binance,902926941413453824,1150585,bnb price chart year ago nowslowly surely,2021-03-12T19:20:43.000Z,369,17,2897,neu
#bitcoin,cz_binance,902926941413453824,1150585,year ago today doomsdaybtc dropped 8000 3775nbnb dropped 16 634todaybtc 56700 15xnbnb 280 44xthere opportunities today opportunities futurenot financial advice,2021-03-12T05:09:50.000Z,1159,18,4682,neu
#binance coin,cz_binance,902926941413453824,1150585,year ago today doomsdaybtc dropped 8000 3775nbnb dropped 16 634todaybtc 56700 15xnbnb 280 44xthere opportunities today opportunities futurenot financial advice,2021-03-12T05:09:50.000Z,1159,18,4682,neu
#bitcoin,cz_binance,902926941413453824,1150585,dip btc,2021-03-10T19:30:17.000Z,595,23,4899,neu
#bitcoin,woonomic,13418472,338175,work carbon footprint usd petrodollar regime holding renewable technology 50 yearsquit cbitcoin energy electric carsd bs,2021-03-13T04:44:54.000Z,834,255,4872,neu
#bitcoin,woonomic,13418472,338175,35 bitcoin supply bought 3 months5 supply bought prices 1t market cap,2021-03-11T17:10:39.000Z,560,94,3349,neu
#bitcoin,rogerkver,176758255,653997,fbi arrested ftlian host freetalklive person heard bitcoin time cashfusion donate legal defense fbi retaliate,2021-03-21T13:32:13.000Z,196,75,494,neu
#bitcoin,aantonop,1469101279,572352,crypto mnemonic phrase relates bitcoin ethereum private keys,2021-03-23T08:00:11.000Z,13,2,47,neu
#ethereum,aantonop,1469101279,572352,crypto mnemonic phrase relates bitcoin ethereum private keys,2021-03-23T08:00:11.000Z,13,2,47,neu
#bitcoin,aantonop,1469101279,572352,bitcoin bitcoin period,2021-03-22T08:00:03.000Z,48,20,272,neu
#bitcoin,aantonop,1469101279,572352,wanted node video offers free tips running bitcoin ethereum lightningnetwork node,2021-03-21T02:00:13.000Z,50,14,225,neu
#ethereum,aantonop,1469101279,572352,wanted node video offers free tips running bitcoin ethereum lightningnetwork node,2021-03-21T02:00:13.000Z,50,14,225,neu
#bitcoin,ErikVoorhees,61417559,432480,decentralization security exists gradientnothing fully decentralizednothing fully secure virtues asymptotically approached claim arrival jeopardize journey bitcoin ethereum,2021-03-18T22:27:24.000Z,29,35,393,neu
#ethereum,ErikVoorhees,61417559,432480,decentralization security exists gradientnothing fully decentralizednothing fully secure virtues asymptotically approached claim arrival jeopardize journey bitcoin ethereum,2021-03-18T22:27:24.000Z,29,35,393,neu
#bitcoin,ErikVoorhees,61417559,432480,yahoo finance3harris poll finds 9 people expecting 1400 stimulus check plan invest money traditional assets stocks 7 plan money buy cryptocurrencies bitcoin,2021-03-18T16:46:40.000Z,16,6,89,neu
#bitcoin,ErikVoorhees,61417559,432480,vladerik voorhees provided dose optimism suggested phase sign road victorys8 e3 erik voorhees keepkey open source bitcoin btctkvr,2021-03-17T21:02:19.000Z,3,5,40,neu
#cosmos,ErikVoorhees,61417559,432480,decentralization continuessince debut ust surpassed paxos standard pax gemini dollar gusd backed fiat currency held realworld banks subject intervention issuers cosmos,2021-03-17T17:46:21.000Z,20,9,96,neu
#bitcoin,ErikVoorhees,61417559,432481,bank allowing wealthier clients access volatile asset u0001f928for shapeshiftio easy buy bitcoin mobile,2021-03-17T16:05:00.000Z,50,22,318,neu
#bitcoin,tyler,24222556,585230,bitcoin money greatest teacher,2021-03-21T15:07:56.000Z,278,209,2453,neu
